wid,user_name,user_id,gender,publish_time,text,like_count,comment_count,forward_count,status_city,status_country,status_province
4860235070046511,中国军视网,5461853682,m,2023-01-21 06:30:02,【中国军人的拜年来了！又帅又燃！】今日除夕，中国军人在祖国边疆，在雪域高原，在执勤一线，给大家拜年了，祝福祖国繁荣昌盛，祝全国人民新春快乐！#新年文案# #2023新春走基层# 中国军视网的微博视频,2951,173,436,北京,中国,北京
4860278610594001,南巷猫叔说,2726637395,m,2023-01-21 09:23:03,"#新年文案#适合发朋友圈的文案[2023][鞭炮声声][兔年红包][团圆兔]

1. 春祺夏安，秋绥冬禧。
2.岁且更始，时乃日新。
3.平安无恙，吉庆有余。
4.有趣有盼，无灾无难。
5.祝世界热热闹闹，祝你我平平安安。
6.有盛天共赏，有家人在旁。
7.如星璀璨，如风自由。
8.家人闲坐，辞旧迎新，旧疾当愈，新年可期。
9.会有始料不及的运气，会有突如其来的欢喜。
#除夕文案##除夕#",935,11,229,贵阳,中国,贵州
4860268553962195,Moon-ichen,5545152751,f,2023-01-21 08:43:05,"#除夕文案#
除夕年夜饭朋友圈文案

🧧²⁰²³/₁.₂₁🧨𝙃𝙖𝙥𝙥𝙮 𝙉𝙚𝙬 𝙔𝙚𝙖𝙧🧨
🏮烟火起照人间 ♥举杯 敬此年 🏮
🎈烟花落四季平 ♥举杯 贺新岁✨

ღ꙼̈〰除夕快乐〰ღ꙼̈
🏮𝙃𝙖𝙥𝙥𝙮 𝙣𝙚𝙬 𝙮𝙚𝙖𝙧🏮
🧨有趣有盼➟꙼̈福气满满🎇
願新的一年，平安喜樂，萬事順遂

🧧²⁰²³/₁.₂₁🧨𝙃𝙖𝙥𝙥𝙮 𝙉𝙚𝙬 𝙔𝙚𝙖𝙧🧨
🎉年味最浓的地方，总在餐桌上✨
美食在锅，家人在左，爱人在右
团团圆圆，健康快乐❤

🧨 ²⁰²³/₁.₂₁ ⸜❤⸝ 🧨🏮🧧
💥Happy New Year’s Eve✨
🏮“有盛天共赏，有家人在旁”🧧
㊗你㊗我㊗大家，除夕快乐

🐰Ⓗⓐⓟⓟⓨ ⓝⓔⓦ ⓨⓔⓐⓡ
“劈哩叭啦🧨咻咻嘣嘣 过年啦”
烟火年年 歲歲平安 ~
欢乐除夕夜 团圆年夜饭

𝙷𝚊𝚙𝚙𝚢 𝙽𝚎𝚠 𝚈𝚎𝚊𝚛
欢乐除夕夜 团圆年夜饭
幸福一年又一年
祝大家除夕快乐吖

🧧²⁰²³/₁.₂₁🧨𝙃𝙖𝙥𝙥𝙮 𝙉𝙚𝙬 𝙔𝙚𝙖𝙧🧨
我的新年望愿请用🧧镇住我，别的不好使
✨岁岁常欢愉❤年年皆胜意✨
🧨除夕快乐 ，团团圆圆🎇

#新年文案# #除夕#",1507,48,386,天津,中国,天津
4860259829289935,海蒂的花园,2556073954,f,2023-01-21 08:08:25,炮竹声中一岁除，春风送暖入屠苏。一组开得正欢的炮仗花和红红火火的月季‘弗洛伦蒂娜’送给大家，祝大家兔年大吉，种啥啥爆花！ #除夕##新年文案#海蒂的花园,194,21,22,成都,中国,四川
4860271346845802,红棉·,2009680531,f,2023-01-21 08:54:11,#除夕# 大年三十除夕夜，热热闹闹又一年，[兔兔拜年]给大家拜年啦。 [年年有余]祝12星座的所有宝子们在新的一年里身体健康，心想事成，高居宝地财旺盛，福照家门富生辉。 [团圆兔]所愿皆所成，许个愿吧。 #新年文案# #新年好运指南#,249,118,11,南京,中国,江苏
4860273394188491,蜀郡小茶,6729766358,f,2023-01-21 09:02:18,"#除夕##新年文案#『可以在除夕零点发的新年文案』

1.世界很大，幸福很小，团圆足以治愈一切。

2.可爱人间烟火，平安喜乐万朵。

3.一年一岁一光景🎉匆匆岁月时时安🐰

4.坐看岁月漫漫，拥抱平平安安。除夕快乐，兔年大吉🐰

5.故事在这一天全都翻篇了，新的一年一定会充满惊喜。

6.祝福的话语千万遍，汇到一起唯愿你平安。

7.所有的好故事，留在2023年继续说。

8.历添新岁月，福满旧山河，除夕之夜，全家合欢，灯火璀璨，团团圆圆，幸福年年。祝大家新春快乐!兔年万事大吉!

9.鞭炮一响，又是新年。昨日虚浮终有别，明朝新益智财升，新年快乐！

10.一生追求的幸福，在当下，眼中景，碗中餐，身边人。

11.烟火年年，歲歲平安 ~ 欢乐除夕夜，团圆年夜饭。

12.家人平安，其余都是锦上添花。

13.发财被爱，好运常在。

14.被岁月打磨过的生活，依旧在大年三十的夜晚，开出了花。

15.去岁千般皆如意，今年万事定称心。

16.今夜步子跨大点，跨出贫困，跨过意难平。

17.这一夜，饭桌前的笑容，胜过天南地北的所有风景。

18.万家灯火照团圆，美酒佳肴庆新年。祝春好，问年安。

19.爆竹声中辞旧岁，烟花满天迎新春。旧岁至此而除，另换新岁。

20.以如愿为期，与长安相守，共朝朝暮暮，作岁岁年年。

21.新的一年 活得更加勇敢 🍺🍺

22.要开心 要快乐 🦋要闪闪发光

23.我们之间除了新年快乐 就没有大一点的红包吗

24.时间来到了²⁰²³春节🥂🍾

25.车马载新岁 赴来日一场喜乐盛宴✨✨✨

26.这一年 你我都是风雪夜归人 求理想 奔前程 追梦的路上勇敢而赤诚

27.新年愿你有盔甲 也有软肋 心中有傲骨 也有慈悲 有披着星辰黑着眼眶的夜 也有说走就走随时出发的旅程

28.新的一年 万事顺遂 ʜᴀ͟ᴘ͟ᴘ͟ʏᴇᴠᴇʀʏᴅᴀʏ̆̈

29.希望🔸🔸🔸2023的日子 三餐四季 温柔有趣

30.说新年快乐太俗套 那就祝给我点赞的你越来越好看٩

31.平淡岁月里 感谢努力发光的每一天🍪☕️🍦

32.🅷🅰🅿🅿🆈新的一年 兔𝒃𝒆 𝒇𝒊𝒏𝒆

33.咻咻咻 🧨🧨🧨崩崩崩过年了💥💥💥

34.🧨🧧🏮过年啦

35.💮愿新春以后 吉吉利利 百事都顺利

36.搓搓手 开始迎接新日子📍",126,4,40,雅安,中国,四川
4860213863645253,小句只,3009609487,f,2023-01-21 05:05:46,💮-—🧧 🐰 🐰 🧧—-💮 🥂🍾✧˖ꀿªᵖᵖᵞ 𝚝𝚒𝚖𝚎 ˖✧🍻 “劈哩叭啦🧨咻咻嘣嘣 过年啦” 🎆欢乐除夕夜 团圆年夜饭🧧 🧧烟火年年 歲歲平安 ~ #新年文案# 小句只的微博视频,424,11,191,北京,中国,北京
4860244142064435,一-芯-一-伊,7527623882,m,2023-01-21 07:06:05,#新年文案#今天就是除夕了，除夕除夕，除去烦恼，迎接希望，除了祝福，还“夕”望你开心，除了健康，还“夕”望你平安，除了如意，还“夕”望你顺利，除了发财，还“夕”望你被爱，愿你好运一路常在，祝愿大家兔年大吉，心想事成，万事如意，新年快乐！#除夕快乐# 一-芯-一-伊的微博视频,103,7,42,曲靖,中国,云南
4860266333865665,IT妹,5609484911,f,2023-01-21 08:34:16,#新年文案#我先来！ 新的一年愿你有诗也有梦，且歌且前行。 愿你所遇皆良善，所行化坦途。 愿你所爱常相伴，旧识常相逢。 愿你对过往的一切情深意重，但从不回头。 愿你对未来的一切满怀希望，并不断前行。 愿你特别美丽，特别勇敢，特别自信，也特别善良。,34,32,6,南昌,中国,江西
4860139938777819,盖世英雄玉椒龙,5230132970,f,2023-01-21 00:12:00,大英博物馆的回复，感觉文案也挺不靠谱的#大英博物馆庆祝韩国春节# #新年文案# #除夕# 更新:推特没删,1072,58,44,东营,中国,山东
4860277134986677,阿阳同学,5864124825,m,2023-01-21 09:17:11,“新年快乐用古文怎么说”，一些很有文采的新年文案！ #新年祝福##新年文案#,200,6,52,新乡,中国,河南
4860274823139163,杨小四,5689268651,f,2023-01-21 09:08:00,知道大年三十都很忙，提前给小伙伴们拜年啦！祝大家新年快乐！兔年吉祥！ 图源插画师：@yeon的小画本 #新年文案##新年头像#,53,4,8,哈尔滨,中国,黑龙江
4860304088110636,迷古月哥欠,7509174233,f,2023-01-21 11:04:17,#新年文案# 除夕除夕，除去烦恼，迎接希望 ，希望你小小烦恼都不见，小小愿望都实现,0,1,0,宜宾,中国,四川
4860304057434310,Xx-luxuriant,6501781515,f,2023-01-21 11:04:09,"#新年文案#
春日载阳，日月更始。
宣时布和，利以居止。
求我所欲，嘉乐有得。
告我无忧，年岁有息。",0,0,0,重庆,中国,重庆
